"","name","forecast.wk","value","team","season","location","target","pred.type","bin.lwr","bin.upr.strict"
"270","p(60<=peak_incidence<75)",36,0,"baseline","2010/2011","iquitos","peakinc","bin",60,75
"271","p(75<=peak_incidence<90)",36,0,"baseline","2010/2011","iquitos","peakinc","bin",75,90
"272","p(90<=peak_incidence<105)",36,0.9938,"baseline","2010/2011","iquitos","peakinc","bin",90,105
"273","p(105<=peak_incidence<120)",36,0.0024,"baseline","2010/2011","iquitos","peakinc","bin",105,120
"274","p(120<=peak_incidence<135)",36,0.0017,"baseline","2010/2011","iquitos","peakinc","bin",120,135
"275","p(135<=peak_incidence<150)",36,8e-04,"baseline","2010/2011","iquitos","peakinc","bin",135,150
"276","p(150<=peak_incidence)",36,0.0013,"baseline","2010/2011","iquitos","peakinc","bin",150,NA
"277","point",40,101,"baseline","2010/2011","iquitos","peakinc","point",NA,NA
"278","p(0<=peak_incidence<15)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",0,15
"279","p(15<=peak_incidence<30)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",15,30
"280","p(30<=peak_incidence<45)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",30,45
"281","p(45<=peak_incidence<60)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",45,60
"282","p(60<=peak_incidence<75)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",60,75
"283","p(75<=peak_incidence<90)",40,0,"baseline","2010/2011","iquitos","peakinc","bin",75,90
"284","p(90<=peak_incidence<105)",40,0.9967,"baseline","2010/2011","iquitos","peakinc","bin",90,105
"285","p(105<=peak_incidence<120)",40,0.0012,"baseline","2010/2011","iquitos","peakinc","bin",105,120
"286","p(120<=peak_incidence<135)",40,5e-04,"baseline","2010/2011","iquitos","peakinc","bin",120,135
"287","p(135<=peak_incidence<150)",40,8e-04,"baseline","2010/2011","iquitos","peakinc","bin",135,150
"288","p(150<=peak_incidence)",40,8e-04,"baseline","2010/2011","iquitos","peakinc","bin",150,NA
"289","point",44,101,"baseline","2010/2011","iquitos","peakinc","point",NA,NA
"290","p(0<=peak_incidence<15)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",0,15
"291","p(15<=peak_incidence<30)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",15,30
"292","p(30<=peak_incidence<45)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",30,45
"293","p(45<=peak_incidence<60)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",45,60
"294","p(60<=peak_incidence<75)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",60,75
"295","p(75<=peak_incidence<90)",44,0,"baseline","2010/2011","iquitos","peakinc","bin",75,90
"296","p(90<=peak_incidence<105)",44,0.9981,"baseline","2010/2011","iquitos","peakinc","bin",90,105
"297","p(105<=peak_incidence<120)",44,8e-04,"baseline","2010/2011","iquitos","peakinc","bin",105,120
"298","p(120<=peak_incidence<135)",44,3e-04,"baseline","2010/2011","iquitos","peakinc","bin",120,135
"299","p(135<=peak_incidence<150)",44,2e-04,"baseline","2010/2011","iquitos","peakinc","bin",135,150
"300","p(150<=peak_incidence)",44,6e-04,"baseline","2010/2011","iquitos","peakinc","bin",150,NA
"301","point",48,101,"baseline","2010/2011","iquitos","peakinc","point",NA,NA
"302","p(0<=peak_incidence<15)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",0,15
"303","p(15<=peak_incidence<30)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",15,30
"304","p(30<=peak_incidence<45)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",30,45
"305","p(45<=peak_incidence<60)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",45,60
"306","p(60<=peak_incidence<75)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",60,75
"307","p(75<=peak_incidence<90)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",75,90
"308","p(90<=peak_incidence<105)",48,1,"baseline","2010/2011","iquitos","peakinc","bin",90,105
"309","p(105<=peak_incidence<120)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",105,120
"310","p(120<=peak_incidence<135)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",120,135
"311","p(135<=peak_incidence<150)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",135,150
"312","p(150<=peak_incidence)",48,0,"baseline","2010/2011","iquitos","peakinc","bin",150,NA
"313","point",0,72.8172141572719,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"314","p(0<=peak_incidence<15)",0,0.0033,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"315","p(15<=peak_incidence<30)",0,0.0761,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"316","p(30<=peak_incidence<45)",0,0.158,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"317","p(45<=peak_incidence<60)",0,0.1539,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"318","p(60<=peak_incidence<75)",0,0.1271,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"319","p(75<=peak_incidence<90)",0,0.1061,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"320","p(90<=peak_incidence<105)",0,0.0811,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"321","p(105<=peak_incidence<120)",0,0.0595,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"322","p(120<=peak_incidence<135)",0,0.0465,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"323","p(135<=peak_incidence<150)",0,0.0377,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"324","p(150<=peak_incidence)",0,0.1507,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"325","point",4,71.1943270643456,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"326","p(0<=peak_incidence<15)",4,0.0045,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"327","p(15<=peak_incidence<30)",4,0.0769,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"328","p(30<=peak_incidence<45)",4,0.1533,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"329","p(45<=peak_incidence<60)",4,0.1628,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"330","p(60<=peak_incidence<75)",4,0.1342,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"331","p(75<=peak_incidence<90)",4,0.104,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"332","p(90<=peak_incidence<105)",4,0.0757,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"333","p(105<=peak_incidence<120)",4,0.0598,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"334","p(120<=peak_incidence<135)",4,0.0441,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"335","p(135<=peak_incidence<150)",4,0.0347,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"336","p(150<=peak_incidence)",4,0.15,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"337","point",8,71.6170629560322,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"338","p(0<=peak_incidence<15)",8,0.0028,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"339","p(15<=peak_incidence<30)",8,0.0755,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"340","p(30<=peak_incidence<45)",8,0.1566,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"341","p(45<=peak_incidence<60)",8,0.158,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"342","p(60<=peak_incidence<75)",8,0.1367,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"343","p(75<=peak_incidence<90)",8,0.0998,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"344","p(90<=peak_incidence<105)",8,0.0796,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"345","p(105<=peak_incidence<120)",8,0.0593,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"346","p(120<=peak_incidence<135)",8,0.046,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"347","p(135<=peak_incidence<150)",8,0.0357,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"348","p(150<=peak_incidence)",8,0.15,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"349","point",12,70.0582963125225,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"350","p(0<=peak_incidence<15)",12,0.0054,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"351","p(15<=peak_incidence<30)",12,0.089,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"352","p(30<=peak_incidence<45)",12,0.1621,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"353","p(45<=peak_incidence<60)",12,0.158,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"354","p(60<=peak_incidence<75)",12,0.1246,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"355","p(75<=peak_incidence<90)",12,0.0984,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"356","p(90<=peak_incidence<105)",12,0.0751,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"357","p(105<=peak_incidence<120)",12,0.0574,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"358","p(120<=peak_incidence<135)",12,0.0438,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"359","p(135<=peak_incidence<150)",12,0.0365,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"360","p(150<=peak_incidence)",12,0.1497,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"361","point",16,66.9300472766764,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"362","p(0<=peak_incidence<15)",16,0.0083,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"363","p(15<=peak_incidence<30)",16,0.1075,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"364","p(30<=peak_incidence<45)",16,0.1643,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"365","p(45<=peak_incidence<60)",16,0.1578,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"366","p(60<=peak_incidence<75)",16,0.126,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"367","p(75<=peak_incidence<90)",16,0.0917,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"368","p(90<=peak_incidence<105)",16,0.0742,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"369","p(105<=peak_incidence<120)",16,0.0574,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"370","p(120<=peak_incidence<135)",16,0.0404,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"371","p(135<=peak_incidence<150)",16,0.0332,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"372","p(150<=peak_incidence)",16,0.1392,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"373","point",20,61.7319994567501,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"374","p(0<=peak_incidence<15)",20,0.0178,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"375","p(15<=peak_incidence<30)",20,0.1353,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"376","p(30<=peak_incidence<45)",20,0.1828,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"377","p(45<=peak_incidence<60)",20,0.1495,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"378","p(60<=peak_incidence<75)",20,0.1155,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"379","p(75<=peak_incidence<90)",20,0.0856,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"380","p(90<=peak_incidence<105)",20,0.0668,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"381","p(105<=peak_incidence<120)",20,0.0503,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"382","p(120<=peak_incidence<135)",20,0.0413,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"383","p(135<=peak_incidence<150)",20,0.0307,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"384","p(150<=peak_incidence)",20,0.1244,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"385","point",24,54.3407690454145,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"386","p(0<=peak_incidence<15)",24,0.0298,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"387","p(15<=peak_incidence<30)",24,0.1694,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"388","p(30<=peak_incidence<45)",24,0.1965,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"389","p(45<=peak_incidence<60)",24,0.1611,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"390","p(60<=peak_incidence<75)",24,0.1107,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"391","p(75<=peak_incidence<90)",24,0.0812,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"392","p(90<=peak_incidence<105)",24,0.0594,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"393","p(105<=peak_incidence<120)",24,0.0444,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"394","p(120<=peak_incidence<135)",24,0.0301,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"395","p(135<=peak_incidence<150)",24,0.023,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"396","p(150<=peak_incidence)",24,0.0944,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"397","point",28,29.7706138906571,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"398","p(0<=peak_incidence<15)",28,0.1642,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"399","p(15<=peak_incidence<30)",28,0.3395,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"400","p(30<=peak_incidence<45)",28,0.2062,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"401","p(45<=peak_incidence<60)",28,0.1128,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"402","p(60<=peak_incidence<75)",28,0.0621,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"403","p(75<=peak_incidence<90)",28,0.0385,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"404","p(90<=peak_incidence<105)",28,0.0219,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"405","p(105<=peak_incidence<120)",28,0.0157,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"406","p(120<=peak_incidence<135)",28,0.0121,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"407","p(135<=peak_incidence<150)",28,0.0078,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"408","p(150<=peak_incidence)",28,0.0192,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"409","point",32,24.5185675714666,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"410","p(0<=peak_incidence<15)",32,0.2436,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"411","p(15<=peak_incidence<30)",32,0.3652,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"412","p(30<=peak_incidence<45)",32,0.1928,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"413","p(45<=peak_incidence<60)",32,0.0917,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"414","p(60<=peak_incidence<75)",32,0.0424,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"415","p(75<=peak_incidence<90)",32,0.0236,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"416","p(90<=peak_incidence<105)",32,0.016,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"417","p(105<=peak_incidence<120)",32,0.0084,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"418","p(120<=peak_incidence<135)",32,0.004,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"419","p(135<=peak_incidence<150)",32,0.0038,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"420","p(150<=peak_incidence)",32,0.0085,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"421","point",36,15.9029124685452,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"422","p(0<=peak_incidence<15)",36,0.4681,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"423","p(15<=peak_incidence<30)",36,0.3392,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"424","p(30<=peak_incidence<45)",36,0.1117,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"425","p(45<=peak_incidence<60)",36,0.042,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"426","p(60<=peak_incidence<75)",36,0.018,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"427","p(75<=peak_incidence<90)",36,0.0082,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"428","p(90<=peak_incidence<105)",36,0.0041,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"429","p(105<=peak_incidence<120)",36,0.0029,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"430","p(120<=peak_incidence<135)",36,0.0024,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"431","p(135<=peak_incidence<150)",36,0.0012,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"432","p(150<=peak_incidence)",36,0.0022,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"433","point",40,10.1608391608496,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"434","p(0<=peak_incidence<15)",40,0.6882,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"435","p(15<=peak_incidence<30)",40,0.2233,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"436","p(30<=peak_incidence<45)",40,0.0553,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"437","p(45<=peak_incidence<60)",40,0.0191,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"438","p(60<=peak_incidence<75)",40,0.0058,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"439","p(75<=peak_incidence<90)",40,0.0044,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"440","p(90<=peak_incidence<105)",40,0.0013,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"441","p(105<=peak_incidence<120)",40,0.001,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"442","p(120<=peak_incidence<135)",40,4e-04,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"443","p(135<=peak_incidence<150)",40,3e-04,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"444","p(150<=peak_incidence)",40,9e-04,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"445","point",44,5.68733847673695,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"446","p(0<=peak_incidence<15)",44,0.8546,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"447","p(15<=peak_incidence<30)",44,0.1091,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"448","p(30<=peak_incidence<45)",44,0.0259,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"449","p(45<=peak_incidence<60)",44,0.0058,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"450","p(60<=peak_incidence<75)",44,0.0024,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"451","p(75<=peak_incidence<90)",44,9e-04,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"452","p(90<=peak_incidence<105)",44,4e-04,"baseline","2011/2012","iquitos","peakinc","bin",90,105
"453","p(105<=peak_incidence<120)",44,3e-04,"baseline","2011/2012","iquitos","peakinc","bin",105,120
"454","p(120<=peak_incidence<135)",44,6e-04,"baseline","2011/2012","iquitos","peakinc","bin",120,135
"455","p(135<=peak_incidence<150)",44,0,"baseline","2011/2012","iquitos","peakinc","bin",135,150
"456","p(150<=peak_incidence)",44,0,"baseline","2011/2012","iquitos","peakinc","bin",150,NA
"457","point",48,5,"baseline","2011/2012","iquitos","peakinc","point",NA,NA
"458","p(0<=peak_incidence<15)",48,0.9835,"baseline","2011/2012","iquitos","peakinc","bin",0,15
"459","p(15<=peak_incidence<30)",48,0.014,"baseline","2011/2012","iquitos","peakinc","bin",15,30
"460","p(30<=peak_incidence<45)",48,0.002,"baseline","2011/2012","iquitos","peakinc","bin",30,45
"461","p(45<=peak_incidence<60)",48,3e-04,"baseline","2011/2012","iquitos","peakinc","bin",45,60
"462","p(60<=peak_incidence<75)",48,0,"baseline","2011/2012","iquitos","peakinc","bin",60,75
"463","p(75<=peak_incidence<90)",48,1e-04,"baseline","2011/2012","iquitos","peakinc","bin",75,90
"464","p(90<=peak_incidence<105)",48,0,"baseline","2011/2012","iquitos","peakinc","bin",90,105
